Item Number,Commodity Type,Agile Commodity Code,Component Supplier Name,Volume YTD, Spend YTD , Savings YTD , Price YTD 
5184403Y01,DLL,"DLL - Linear - Clock generators, Timers",Sanmina Corporation.,0, $-   , $-   , $-   
5184404Y02,Memory,Memory - DRAM,Sanmina Corporation.,174," $5,910.78 ", $-   , $33.97 
5184437N42,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,0, $-   , $-   , $-   
5184501Y02,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,27, $104.76 , $-   , $3.88 
5184502Y01,DLL,DLL - Logic,Sanmina Corporation.,12, $7.79 , $-   , $0.65 
5184523T12,VLSI - RF,VLSI - RFIC,Sanmina Corporation.,94, $274.48 , $-   , $2.92 
5184523Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,6, $412.62 , $-   , $68.77 
5184530T08,Memory,Memory - DRAM,Sanmina Corporation.,-2, $(40.30), $-   , $20.15 
5184531T14,Memory,Memory - SRAM,Sanmina Corporation.,0, $-   , $-   , $-   
5184531T15,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5184537Y01,Memory,Memory - DRAM,Sanmina Corporation.,12, $61.80 , $-   , $5.15 
5184539Y01,Memory,Memory - DRAM,Sanmina Corporation.,6, $5.40 , $-   , $0.90 
5184543Y01,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,6, $17.46 , $-   , $2.91 
5184602T04,VLSI - RF,VLSI - RFIC,Sanmina Corporation.,217," $1,266.13 ", $1.94 , $5.71 
5184621K60,DLL,DLL - Linear,Sanmina Corporation.,14, $4.20 , $-   , $0.30 
5184621K74,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5184621K84,DLL,DLL - Linear,Sanmina Corporation.,7, $2.59 , $-   , $0.37 
5184625T03,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,-3, $(10.98), $-   , $3.66 
5184625T05,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,-2, $(16.74), $-   , $8.37 
5184625T06,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,1, $5.52 , $-   , $5.52 
5184632T01,DLL,DLL - Linear,Sanmina Corporation.,27, $24.30 , $-   , $0.90 
5184688Y01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12, $56.64 , $-   , $4.72 
5184704M19,DLL,DLL - Logic,Sanmina Corporation.,14, $3.33 , $-   , $0.24 
5184704M71,DLL,DLL - Discrete - Other,Sanmina Corporation.,0, $-   , $-   , $-   
5184704M90,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184708Y01,DLL,DLL - Linear,Texas Instruments Incorporated,262257," $28,061.50 ", $-   , $0.11 
5184742T03,DLL,DLL - Opto - Standard LED,Sanmina Corporation.,-12, $(1.56), $-   , $0.13 
5184745T02,DLL,DLL - Opto - Standard LED,Sanmina Corporation.,0, $-   , $-   , $-   
5184766Y01,DLL,DLL - Linear,Texas Instruments Incorporated,13799," $16,213.83 ", $-   , $1.18 
5184785R26,DLL,DLL - Linear,Wpg South Asia Pte Ltd,150, $14.18 , $-   , $0.09 
5184789T06,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,-2, $(9.36), $-   , $4.68 
5184789T06,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $44.01 , $(0.02), $4.89 
5184789T12,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,0, $-   , $-   , $-   
5184810F64,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184834T02,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,0, $-   , $-   , $-   
5184834T09,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina Corporation.,-2, $(4.04), $-   , $2.02 
5184887K01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K04,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K06,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K08,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K09,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K13,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K26,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K36,DLL,DLL - Logic,Sanmina Corporation.,7, $0.51 , $-   , $0.07 
5184887K52,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K60,DLL,DLL - Logic,Sanmina Corporation.,14, $2.41 , $-   , $0.17 
5184887K62,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K64,DLL,DLL - Logic,Sanmina Corporation.,14, $14.70 , $-   , $1.05 
5184887K67,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K70,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K71,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184887K78,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5184936Y01,DLL,DLL - Logic,Sanmina Corporation,40, $7.20 , $-   , $0.18 
5184936Y01,DLL,DLL - Logic,Texas Instruments Incorporated,35492," $7,937.37 "," $8,753.00 ", $0.22 
5184937Y01,DLL,DLL - Linear,Texas Instruments Incorporated,8828," $5,596.95 ", $-   , $0.63 
5184940Y01,DLL,DLL - Linear,Texas Instruments Incorporated,32209," $24,672.09 ", $-   , $0.77 
5184941Y01,DLL,DLL - Linear,Texas Instruments Incorporated,20503," $15,705.30 ", $-   , $0.77 
5184944N47,VLSI - Computing,VLSI - Microprocessor,Sanmina Corporation.,0, $-   , $-   , $-   
5184945Y02,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $54.45 , $-   , $6.05 
5185002Y01,DLL,DLL - Linear,Texas Instruments Incorporated,3692," $1,070.68 ", $-   , $0.29 
5185052Y01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,5238, $195.89 , $(7.32), $0.04 
5185067Y01,DLL,DLL - Linear,Texas Instruments Incorporated,2937, $910.47 , $-   , $0.31 
5185070Y01,DLL,DLL - Linear,Texas Instruments Incorporated,189645," $16,688.76 ", $-   , $0.09 
5185090Y04,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,140," $2,952.60 ", $-   , $21.09 
5185090Y08,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2167," $45,702.03 ", $-   , $21.09 
5185090Y11,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,73, $795.70 , $-   , $10.90 
5185100Y01,VLSI - RF,VLSI - ASIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,159, $707.55 , $-   , $4.45 
5185130C93,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5185130Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation,1007," $1,349.38 ", $-   , $1.34 
5185130Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,113, $151.42 , $-   , $1.34 
5185130Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1420," $1,902.80 ", $-   , $1.34 
5185130Y02,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,39, $97.50 , $-   , $2.50 
5185143E03,VLSI - RF,VLSI - ASIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,10742," $38,026.68 ", $-   , $3.54 
5185143E57,DLL,DLL - Linear,Texas Instruments Incorporated,341, $54.34 , $(6.60), $0.14 
5185143E67,DLL,DLL - Linear,Texas Instruments Incorporated,682, $344.41 , $-   , $0.51 
5185143E68,DLL,DLL - Linear,Texas Instruments Incorporated,833, $158.27 , $-   , $0.19 
5185143E77,VLSI - RF,VLSI - ASIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,50, $417.60 , $(30.60), $8.35 
5185147Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation,20, $144.00 , $-   , $7.20 
5185147Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,709," $5,104.80 ", $-   , $7.20 
5185148Y01,DLL,DLL - Linear,Texas Instruments Incorporated,34058," $35,454.38 ", $-   , $1.04 
5185150Y01,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,5278," $7,283.64 ", $-   , $1.38 
5185150Y01,DLL,DLL - Logic,Texas Instruments Incorporated,5548," $7,656.24 ", $-   , $1.38 
5185151Y02,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,66, $208.81 , $(10.81), $3.16 
5185163C10,VLSI - Computing,VLSI - Microprocessor,Sanmina-SCI Systems (Malaysia) Sdn Bhd,6795," $14,133.60 "," $(2,853.90)", $2.08 
5185164C10,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,6795," $14,201.55 "," $(2,853.90)", $2.09 
5185164Y01,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,2704," $9,869.60 ", $-   , $3.65 
5185164Y01,VLSI - RF,VLSI - ASIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2127," $8,252.76 ", $-   , $3.88 
5185175Y01,VLSI - RF,VLSI - RFIC - ASIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $13.59 , $-   , $1.51 
5185177Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,13485," $26,295.75 ", $-   , $1.95 
5185183Y01,DLL,DLL - Linear,Sanmina Corporation.,30, $5.53 , $0.27 , $0.18 
5185183Y01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,20, $3.86 , $0.00 , $0.19 
5185196Y01,DLL,DLL - Linear,Texas Instruments Incorporated,84, $43.76 , $-   , $0.52 
5185240Y01,DLL,DLL - Linear,Texas Instruments Incorporated,2835," $1,080.14 ", $-   , $0.38 
5185241Y01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $9.81 , $-   , $1.09 
5185254Y01,DLL,DLL - Linear,Texas Instruments Incorporated,1999," $2,098.95 ", $-   , $1.05 
5185255Y01,VLSI - RF,VLSI - ASIC,Sanmina Corporation.,3, $2.31 , $-   , $0.77 
5185257Y01,VLSI - APPW,VLSI - Audio Codec,Sanmina Corporation.,594," $4,532.22 ", $-   , $7.63 
5185262Y01,DLL,DLL - Logic,Sanmina Corporation.,108, $103.68 , $-   , $0.96 
5185289Y01,Memory,Memory - DRAM,Sanmina Corporation,74, $149.48 , $-   , $2.02 
5185289Y01,Memory,Memory - DRAM,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1436," $2,900.72 ", $-   , $2.02 
5185290Y01,VLSI - Computing,VLSI - DSP,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12, $71.88 , $-   , $5.99 
5185291Y01,DLL,DLL - Logic,Sanmina Corporation,37, $2.52 , $-   , $0.07 
5185291Y01,DLL,DLL - Logic,Texas Instruments Incorporated,1244, $84.59 , $-   , $0.07 
5185319Y01,DLL,DLL - Logic,Wpg South Asia Pte Ltd,3681, $312.89 , $-   , $0.09 
5185320Y01,DLL,DLL - Linear,Sanmina Corporation,40, $52.40 , $-   , $1.31 
5185323Y01,DLL,DLL - Linear,Texas Instruments Incorporated,2835," $3,427.52 ", $-   , $1.21 
5185336Y01,VLSI - RF,VLSI - RFIC,Sanmina Corporation.,9695," $20,941.20 ", $-   , $2.16 
5185336Y01,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,18, $38.88 , $-   , $2.16 
5185337Y01,VLSI - RF,VLSI - RFIC,Sanmina Corporation.,8145," $31,276.80 ", $-   , $3.84 
5185337Y01,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $34.56 , $-   , $3.84 
5185341Y02,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,19, $303.81 , $-   , $15.99 
5185341Y04,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $143.91 , $-   , $15.99 
5185353D13,DLL,DLL - Linear,Texas Instruments Incorporated,599, $149.75 , $-   , $0.25 
5185353D14,DLL,DLL - Linear,Texas Instruments Incorporated,2738, $320.35 , $-   , $0.12 
5185353D92,DLL,DLL - Linear,Texas Instruments Incorporated,341, $107.42 , $-   , $0.32 
5185360Y04,Memory,Memory - Flash,Sanmina Corporation.,0, $-   , $-   , $3.74 
5185368C03,DLL,DLL - Linear - Safety IC,Sanmina Corporation.,0, $-   , $-   , $-   
5185368C19,DLL,DLL - Linear,Texas Instruments Incorporated,599, $766.72 , $-   , $1.28 
5185368C57,DLL,DLL - Linear,Wpg South Asia Pte Ltd,1500, $585.60 , $(234.30), $0.37 
5185376Y01,DLL,DLL - Linear,Sanmina Corporation.,1764," $2,487.24 ", $-   , $1.41 
5185448Y01,DLL,DLL - Linear,Texas Instruments Incorporated,11202," $3,024.54 ", $-   , $0.27 
5185448Y02,DLL,DLL - Logic,Texas Instruments Incorporated,14439," $3,898.53 ", $-   , $0.27 
5185481Y01,VLSI - RF,VLSI - RFIC,Sanmina Corporation.,16064," $17,991.68 ", $-   , $1.12 
5185481Y01,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1472," $1,648.64 ", $-   , $1.12 
5185486U01,DLL,DLL - Logic,Sanmina Corporation.,-2, $(1.08), $-   , $0.54 
5185546Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina Corporation.,297," $5,657.85 ", $720.65 , $19.05 
5185547Y01,DLL,DLL - Discrete - Other,Sanmina Corporation.,297, $588.06 , $-   , $1.98 
5185594F03,VLSI - Computing,VLSI - Microprocessor,Sanmina-SCI Systems (Malaysia) Sdn Bhd,34450," $200,499.00 ", $-   , $5.82 
5185601Y01,DLL,DLL - Linear,Texas Instruments Incorporated,26629," $11,450.47 ", $-   , $0.43 
5185630Y01,VLSI - Connectivity,VLSI - Connectivity - Wired,Sanmina-SCI Systems (Malaysia) Sdn Bhd,6840," $25,444.80 "," $(1,028.37)", $3.72 
5185633C24,PCB,PCB - Rigid Standard,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
5185633C87,EMS,EMS - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,374," $6,245.80 ", $-   , $16.70 
5185633C89,EMS,EMS - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,225," $3,593.25 ", $-   , $15.97 
5185633C93,EMS,Legacy - EMS,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2002," $35,055.02 ", $-   , $17.51 
5185633C94,EMS,Legacy - EMS,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1455," $25,477.05 ", $-   , $17.51 
5185633C95,EMS,Legacy - EMS,Sanmina-SCI Systems (Malaysia) Sdn Bhd,141," $2,189.73 ", $-   , $15.53 
5185655Y01,DLL,DLL - Opto - Standard LED,Sanmina-SCI Systems (Malaysia) Sdn Bhd,254, $80.01 , $-   , $0.32 
5185680Y01,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5185703Y06,Memory,Memory - DRAM,Sanmina-SCI Systems (Malaysia) Sdn Bhd,19, $741.00 , $-   , $39.00 
5185703Y07,Memory,Memory - DRAM,Sanmina-SCI Systems (Malaysia) Sdn Bhd,73," $1,481.90 ", $-   , $20.30 
5185726Y01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $14.49 , $-   , $1.61 
5185727Y01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $17.73 , $-   , $1.97 
5185762Y01,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $4.50 , $-   , $0.50 
5185765B26,VLSI - RF,VLSI - RFPA,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9859," $6,999.89 ", $-   , $0.71 
5185781Y01,DLL,DLL - Linear,Texas Instruments Incorporated,17312," $15,580.80 ", $-   , $0.90 
5185800Y01,DLL,DLL - Linear,Sanmina Corporation.,0, $-   , $-   , $-   
5185801Y01,DLL,DLL - Linear,Texas Instruments Incorporated,7996," $29,025.48 ", $-   , $3.63 
5185802Y01,DLL,DLL - Linear,Texas Instruments Incorporated,746," $2,499.10 ", $-   , $3.35 
5185811Y01,DLL,DLL - Linear,Texas Instruments Incorporated,755, $393.36 , $-   , $0.52 
5185811Y02,DLL,DLL - Linear,Texas Instruments Incorporated,1688," $1,166.79 ", $(193.05), $0.69 
5185812Y01,DLL,DLL - Logic,Texas Instruments Incorporated,5340," $8,010.00 ", $-   , $1.50 
5185813Y02,DLL,DLL - Linear,Texas Instruments Incorporated,159, $265.53 , $-   , $1.67 
5185813Y04,DLL,DLL - Linear,Texas Instruments Incorporated,2914," $4,924.66 ", $-   , $1.69 
5185814Y02,DLL,DLL - Linear,Texas Instruments Incorporated,2933," $5,866.00 ", $-   , $2.00 
5185814Y05,DLL,DLL - Linear,Texas Instruments Incorporated,159, $349.80 , $-   , $2.20 
5185828Y01,DLL,DLL - Logic,Sanmina Corporation.,2314, $148.10 , $-   , $0.06 
5185828Y01,DLL,DLL - Logic,Texas Instruments Incorporated,5451, $348.86 , $-   , $0.06 
5185884Y01,DLL,DLL - Logic,Texas Instruments Incorporated,7647," $8,946.99 ", $-   , $1.17 
5185911Y01,VLSI - APPW,VLSI - Programmable Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9, $389.43 , $-   , $43.27 
5185937Y01,DLL,DLL - Logic,Texas Instruments Incorporated,132102," $4,359.37 "," $3,173.81 ", $0.03 
5185941F04,VLSI - Computing,VLSI - Microprocessor,Sanmina-SCI Systems (Malaysia) Sdn Bhd,3706," $24,793.14 ", $-   , $6.69 
5185941F12,DLL,DLL - Linear,Sanmina Corporation.,1628, $193.73 , $-   , $0.12 
5185941F16,DLL,DLL - Linear,Texas Instruments Incorporated,55408," $14,849.34 ", $-   , $0.27 
5185941F22,DLL,DLL - Linear,Texas Instruments Incorporated,286952," $46,773.18 ", $4.19 , $0.16 
5185941F22,DLL,DLL - Linear,Wpg South Asia Pte Ltd,92353," $15,727.72 ", $74.31 , $0.17 
5185941F23,DLL,DLL - Linear,Texas Instruments Incorporated,328, $98.40 , $-   , $0.30 
5185941F26,DLL,DLL - Linear,Texas Instruments Incorporated,50844," $9,660.36 ", $-   , $0.19 
5185941F30,DLL,DLL - Linear,Texas Instruments Incorporated,175327," $56,981.27 ", $-   , $0.33 
5185941F31,DLL,DLL - Linear,Sanmina Corporation.,961, $768.80 , $-   , $0.80 
5185941F31,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,5, $4.00 , $-   , $0.80 
5185941F32,VLSI - APPW,VLSI - Power Management,Sanmina-SCI Systems (Malaysia) Sdn Bhd,5096," $17,479.28 ", $-   , $3.43 
5185941F33,VLSI - Computing,VLSI - Microcontroller,Sanmina-SCI Systems (Malaysia) Sdn Bhd,14578," $13,265.98 ", $-   , $0.91 
5185941F34,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,24, $7.80 , $-   , $0.33 
5185941F35,DLL,DLL - Linear,Texas Instruments Incorporated,5574, $652.16 , $-   , $0.12 
5185941F36,DLL,DLL - Linear,Texas Instruments Incorporated,36, $11.16 , $-   , $0.31 
5185941F37,DLL,DLL - Linear,Texas Instruments Incorporated,12, $9.60 , $-   , $0.80 
5185941F39,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12, $2.70 , $-   , $0.23 
5185941F46,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,17, $5.00 , $-   , $0.29 
5185941F48,DLL,DLL - Linear,Texas Instruments Incorporated,32098," $29,369.67 ", $-   , $0.92 
5185941F52,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,193, $23.16 , $-   , $0.12 
5185941F54,DLL,DLL - Linear,Texas Instruments Incorporated,32360," $27,506.00 ", $-   , $0.85 
5185941F56,DLL,DLL - Linear,Texas Instruments Incorporated,464230," $76,597.95 ", $-   , $0.17 
5185941F57,DLL,DLL - Linear,Texas Instruments Incorporated,21012," $8,341.76 ", $-   , $0.40 
5185941F65,DLL,DLL - Logic,Texas Instruments Incorporated,29985," $2,998.50 ", $(362.52), $0.10 
5185941F69,DLL,DLL - Linear,Texas Instruments Incorporated,517, $281.77 , $-   , $0.55 
5185941F72,DLL,DLL - Linear,Texas Instruments Incorporated,408940," $47,028.10 ", $-   , $0.12 
5185941F73,DLL,DLL - Linear,Texas Instruments Incorporated,276476," $33,177.12 ", $-   , $0.12 
5185941F75,DLL,DLL - Linear,Texas Instruments Incorporated,6795," $1,882.22 ", $-   , $0.28 
5185941F76,DLL,DLL - Linear,Texas Instruments Incorporated,6795," $2,004.53 ", $-   , $0.30 
5185941F86,DLL,DLL - Logic,Texas Instruments Incorporated,144599," $22,502.23 ", $635.30 , $0.16 
5185941F90,DLL,DLL - Linear,Texas Instruments Incorporated,41688," $5,627.88 ", $-   , $0.14 
5185941F92,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,5, $3.50 , $-   , $0.70 
5185956E24,DLL,DLL - Linear,Texas Instruments Incorporated,341, $255.94 , $(1.89), $0.75 
5185956E44,VLSI - RF,VLSI - RFIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,35160," $100,909.20 ", $-   , $2.87 
5185956E62,DLL,DLL - Linear,Texas Instruments Incorporated,189030," $56,709.00 ", $-   , $0.30 
5185956E66,DLL,DLL - Linear,Texas Instruments Incorporated,599, $341.43 , $-   , $0.57 
5185956E76,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,11896," $7,732.40 ", $-   , $0.65 
5185956E80,DLL,DLL - Logic,Sanmina Corporation.,0, $-   , $-   , $-   
5185956E88,VLSI - APPW,VLSI - Audio Codec,Sanmina-SCI Systems (Malaysia) Sdn Bhd,6652," $11,175.36 ", $-   , $1.68 
5185956E88,VLSI - APPW,VLSI - Audio Codec,Texas Instruments Incorporated,7513," $12,621.84 ", $-   , $1.68 
5185956E88,VLSI - APPW,VLSI - Audio Codec,Wpg South Asia Pte Ltd,10529," $18,484.71 ", $80.04 , $1.76 
5185956E90,DLL,DLL - Linear,Texas Instruments Incorporated,23204," $29,701.12 ", $-   , $1.28 
5185956E91,DLL,DLL - Linear,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
5185956E94,DLL,DLL - Linear,Texas Instruments Incorporated,175401," $74,545.43 ", $-   , $0.43 
5185956E94,DLL,DLL - Linear,Wpg South Asia Pte Ltd,31587," $14,027.79 ", $54.32 , $0.44 
5185963A15,DLL,DLL - Linear,Texas Instruments Incorporated,1029, $91.58 , $-   , $0.09 
5185963A33,DLL,DLL - Linear,Texas Instruments Incorporated,84, $13.44 , $-   , $0.16 
5185963A55,DLL,DLL - Linear,Sanmina Corporation.,40, $8.80 , $(0.80), $0.22 
5185963A60,DLL,DLL - Linear,Texas Instruments Incorporated,599, $155.74 , $-   , $0.26 
5185963A85,VLSI - RF,VLSI - RFIC - ASIC,Sanmina Corporation,74, $736.30 , $-   , $9.95 
5185963A85,VLSI - RF,VLSI - RFIC - ASIC,Sanmina Corporation.,12563," $125,001.85 ", $-   , $9.95 
5185963A85,VLSI - RF,VLSI - RFIC - ASIC,Sanmina-SCI Systems (Malaysia) Sdn Bhd,11247," $111,907.65 ", $-   , $9.95 
5186033Y02,VLSI - RF,VLSI - RFIC,Sanmina Corporation.,0, $-   , $-   , $-   
5186086Y01,DLL,DLL - Linear,Wpg South Asia Pte Ltd,954, $954.00 , $-   , $1.00 
5186087Y02,DLL,DLL - Linear,Wpg South Asia Pte Ltd,954, $954.00 , $-   , $1.00 
5186214J88,DLL,DLL - Linear,Texas Instruments Incorporated,2029," $1,115.95 ", $-   , $0.55 
5186311J07,DLL,DLL - Logic,Sanmina Corporation.,303, $8.48 , $-   , $0.03 
5186311J10,DLL,DLL - Logic,Sanmina Corporation.,16, $0.44 , $-   , $0.03 
5186311J10,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,21291, $589.76 , $(54.50), $0.03 
5186311J11,DLL,DLL - Logic,Sanmina Corporation.,90, $5.84 , $-   , $0.06 
5186311J13,DLL,DLL - Logic,Texas Instruments Incorporated,60817," $8,636.01 ", $328.41 , $0.14 
5186311J35,DLL,DLL - Logic,Sanmina Corporation.,16, $1.12 , $-   , $0.07 
5186311J37,DLL,DLL - Logic,Sanmina Corporation.,280, $18.76 , $-   , $0.07 
5186311J53,DLL,DLL - Logic,Sanmina Corporation.,7673," $1,028.18 ", $-   , $0.13 
5186311J70,DLL,DLL - Logic,Sanmina Corporation.,2, $0.05 , $-   , $0.03 
5186311J70,DLL,DLL - Logic,Sanmina-SCI Systems (Malaysia) Sdn Bhd,24515, $747.71 , $(149.54), $0.03 
5186311J71,DLL,DLL - Logic,Sanmina Corporation.,6070, $157.82 , $20.76 , $0.03 
5186311J72,DLL,DLL - Logic,Sanmina Corporation.,229, $6.20 , $-   , $0.03 
5186311J79,DLL,DLL - Logic,Sanmina Corporation.,45, $3.94 , $-   , $0.09 
5186337X21,DLL,DLL - Logic,Texas Instruments Incorporated,3106, $74.54 , $-   , $0.02 
5186438Y25,DLL,DLL - Logic,Sanmina Corporation.,2315, $578.75 , $(48.75), $0.25 
5186483X01,DLL,DLL - Logic,Texas Instruments Incorporated,16860, $623.17 , $51.23 , $0.04 
5186626U22,DLL,DLL - Linear,Sanmina Corporation.,90, $22.50 , $-   , $0.25 
5186626U24,DLL,DLL - Linear,Sanmina Corporation.,45, $11.07 , $-   , $0.25 
5186626U28,DLL,DLL - Logic,Sanmina Corporation.,102, $16.82 , $-   , $0.16 
