Item Number,Commodity Type,Agile Commodity Code,Component Supplier Name,Volume YTD, Spend YTD , Savings YTD , Price YTD 
RKN4136A,Cables,Cable - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,10960," $40,552.00 ", $449.83 , $3.70 
RLD1047B,JDM,JDM,Bg T&A. Co._229-81-25504,6144," $418,775.04 ", $0.22 , $68.16 
RLD1048B,JDM,JDM,Bg T&A. Co._229-81-25504,1000," $68,160.00 ", $-   , $68.16 
RLD1049B,JDM,JDM,Bg T&A. Co._229-81-25504,8267," $563,478.72 ", $1.72 , $68.16 
RLD1050B,JDM,JDM,Bg T&A. Co._229-81-25504,1400," $95,424.00 ", $(0.77), $68.16 
RLE1114B,JDM,JDM,Bg T&A. Co._229-81-25504,100," $6,816.00 ", $-   , $68.16 
RLE1115B,JDM,JDM,Bg T&A. Co._229-81-25504,200," $13,632.00 ", $-   , $68.16 
RLE1116B,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLE1118B,JDM,JDM,Bg T&A. Co._229-81-25504,400," $27,264.00 ", $(0.18), $68.16 
RLE1119B,JDM,JDM,Bg T&A. Co._229-81-25504,1308," $89,153.28 ", $0.03 , $68.16 
RLE1120B,JDM,JDM,Bg T&A. Co._229-81-25504,700," $47,712.00 ", $1.33 , $68.16 
RLE1121B,JDM,JDM,Bg T&A. Co._229-81-25504,700," $47,712.00 ", $0.29 , $68.16 
RLE1123B,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLE1124B,JDM,JDM,Bg T&A. Co._229-81-25504,24," $1,635.84 ", $-   , $68.16 
RLE1125B,JDM,JDM,Bg T&A. Co._229-81-25504,500," $34,080.00 ", $3.34 , $68.16 
RLE4012F,EMS,EMS - Finished Goods,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
RLE4012F-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1764," $10,496.20 ", $(307.99), $6.11 
RLF1010D-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,10780," $93,780.82 "," $(6,371.47)", $8.83 
RLF1011CZ-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,150, $696.60 , $(32.36), $4.80 
RLF1012D-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,4210," $36,037.27 "," $(1,732.96)", $8.44 
RLF1013D-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,9324," $80,808.58 "," $(5,177.53)", $8.69 
RLF4011E-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,3258," $25,804.38 "," $(1,800.07)", $8.13 
RLN1568D-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
RLN4779A,Metals,Metals - Sheet Metal,Sanmina-SCI Systems (Malaysia) Sdn Bhd,187," $7,010.87 "," $(2,572.81)", $38.03 
RLN4815A,Accessories,"Accessory - Carry Case, Holster, Stylus",Sanmina-SCI Systems (Malaysia) Sdn Bhd,50," $1,098.80 ", $(103.72), $21.98 
RLN4856A,Accessories,Legacy - Accessory,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2, $22.83 , $(1.36), $11.42 
RLN4857B,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,7, $89.82 , $(8.62), $12.83 
RLN4858A,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,11, $401.05 , $(21.55), $36.46 
RLN5719A,Accessories,"Accessory - Carry Case, Holster, Stylus",Sanmina-SCI Systems (Malaysia) Sdn Bhd,10, $116.73 , $(6.53), $11.67 
RLN5720A,Accessories,"Accessory - Carry Case, Holster, Stylus",Sanmina-SCI Systems (Malaysia) Sdn Bhd,80, $776.12 , $(74.52), $9.70 
RLN5926A,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,31, $397.42 , $(37.78), $12.83 
RLN6242A,Accessories,Accessory - Audio Device,Pan International Electronics (Malaysia) Sdn Bhd,23542," $28,014.98 ", $(904.09), $1.19 
RLN6242A,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,183, $230.44 , $(18.58), $1.26 
RLN6282A,Accessories,Accessory - Audio Device,Pan International Electronics (Malaysia) Sdn Bhd,5600," $26,600.00 ", $1.76 , $4.75 
RLN6304B,EMS,EMS - Finished Goods,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
RLN6304B-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1700," $2,310.65 ", $(152.79), $1.36 
RLN6307A,Plastics,Plastics - Assembly,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
RLN6349A,Power,Power - Power Supply - Adaptor,Sanmina-SCI Systems (Malaysia) Sdn Bhd,300, $86.61 , $-   , $0.29 
RLN6505A,JDM,JDM,Bg T&A. Co._229-81-25504,26763," $374,237.26 "," $22,811.09 ", $13.88 
RLN6506B,JDM,JDM,Bg T&A. Co._229-81-25504,1200," $53,256.00 ", $0.49 , $44.38 
RLN6507A,JDM,JDM,Bg T&A. Co._229-81-25504,1380," $6,637.80 ", $0.69 , $4.81 
RLN6508A,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLN6509A,JDM,JDM,Bg T&A. Co._229-81-25504,4461," $4,550.22 ", $(1.05), $1.02 
RLN6514B,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLN6515B,JDM,JDM,Bg T&A. Co._229-81-25504,100," $3,851.00 ", $39.50 , $38.51 
RLN6516B,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLN6517B,JDM,JDM,Bg T&A. Co._229-81-25504,250," $9,627.50 ", $2.50 , $38.51 
RLN6518A,JDM,JDM,Bg T&A. Co._229-81-25504,800," $6,192.00 ", $1.33 , $7.74 
RLN6519A,JDM,JDM,Bg T&A. Co._229-81-25504,752," $4,587.20 ", $0.18 , $6.10 
RLN6520A,JDM,JDM,Bg T&A. Co._229-81-25504,1103, $650.77 , $0.18 , $0.59 
RLN6521A,JDM,JDM,Bg T&A. Co._229-81-25504,1550," $1,379.50 ", $1.10 , $0.89 
RLN6522A,JDM,JDM,Bg T&A. Co._229-81-25504,700, $581.00 , $0.19 , $0.83 
RLN6523A,JDM,JDM,Bg T&A. Co._229-81-25504,100, $327.00 , $(2.00), $3.27 
RLN6524A,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLN6526A,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLN6527A,JDM,JDM,Bg T&A. Co._229-81-25504,250," $3,035.00 ", $(0.07), $12.14 
RLN6533B,JDM,JDM,Bg T&A. Co._229-81-25504,70," $2,695.70 ", $0.30 , $38.51 
RLN6534B,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RLN6535B,JDM,JDM,Bg T&A. Co._229-81-25504,100," $3,851.00 ", $-   , $38.51 
RLN6539B,JDM,JDM,Bg T&A. Co._229-81-25504,0, $-   , $-   , $-   
RMN5106A,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,662," $25,079.06 ", $261.91 , $37.80 
RMN5107B,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,3795," $68,978.60 "," $(4,047.44)", $18.24 
RMN5111B,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,261," $7,830.55 ", $(430.99), $29.96 
RMN5123A,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,6, $750.03 , $(119.86), $125.73 
RNLF4009A,EMS,EMS - PCBA,Sanmina Corporation.,12, $646.73 , $-   , $53.89 
RNLF4017A,EMS,EMS - Assembly,Sanmina Corporation.,14," $3,052.05 ", $-   , $218.00 
RNLN4003A,EMS,EMS - Assembly,Sanmina Corporation.,23," $12,751.61 ", $-   , $554.42 
RNN4007AR,EMS,EMS - Finished Goods,Sanmina Corporation.,0, $-   , $-   , $-   
RNN4007AR-CONV,EMS,EMS-CONV,Sanmina Corporation.,4500," $17,119.09 ", $(172.11), $3.80 
RNN4012A,EMS,EMS - Finished Goods,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
RNN4012A-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,12384," $9,954.98 ", $(490.80), $0.82 
RNTF4000A,EMS,EMS - PCBA,Sanmina Corporation.,12," $31,402.88 ", $-   ," $2,284.32 "
RNTF4001A,EMS,EMS - PCBA,Sanmina Corporation.,13," $36,995.40 ", $-   ," $3,178.16 "
RRA4914B,Antennas,Antenna - Miscellaneous,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1, $16.27 , $-   , $16.27 
RRA4921C,Antennas,Antenna - Mobile,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1101," $40,012.05 "," $(2,586.19)", $36.35 
RSN4002A,Plastics,Plastics - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1365," $18,222.92 "," $(1,615.70)", $13.32 
RSN4003A,Plastics,Plastics - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,4, $35.21 , $(3.26), $8.80 
RSN4004A,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2384," $24,090.31 "," $(1,985.34)", $9.84 
RSN4005A,Accessories,Accessory - Audio Device,Sanmina-SCI Systems (Malaysia) Sdn Bhd,234," $6,409.66 ", $(489.05), $27.47 
RSN4006A,JDM,JDM,Bg T&A. Co._229-81-25504,100, $261.00 , $1.12 , $2.61 
RVN4181AW,Manuals/Packaging,Manual - QSG,Sanmina-SCI Systems (Malaysia) Sdn Bhd,7, $27.10 , $(2.46), $3.87 
RVN4185AW,Manuals/Packaging,Manual - QSG,Sanmina-SCI Systems (Malaysia) Sdn Bhd,7, $27.10 , $(3.72), $3.87 
S5000227,EMS,EMS - Spare Part,Sanmina Corporation,100, $33.06 , $5.83 , $0.33 
S5000395,EMS,EMS - Spare Part,Sanmina Corporation,140, $57.46 , $-   , $0.41 
S8003159,Antennas,Antenna - Miscellaneous,Bg T&A. Co._229-81-25504,50, $108.00 , $-   , $2.16 
S8003161,Antennas,Antenna - Miscellaneous,Bg T&A. Co._229-81-25504,50, $108.00 , $-   , $2.16 
S8003163,Antennas,Antenna - Miscellaneous,Bg T&A. Co._229-81-25504,50, $108.00 , $-   , $2.16 
S8003165,Antennas,Antenna - Miscellaneous,Bg T&A. Co._229-81-25504,50, $108.00 , $-   , $2.16 
S8003167,Antennas,Antenna - Miscellaneous,Bg T&A. Co._229-81-25504,50, $108.00 , $-   , $2.16 
SH000279A01,Diecut,Diecut - Assembly,Sanmina Corporation.,42120," $13,899.60 ", $-   , $0.33 
SH000292A01,Diecut,Diecut - Assembly,Sanmina Corporation.,42120," $2,906.28 ", $-   , $0.07 
SH000376A01,Die Casting,Die Casting - Aluminum,Sanmina-SCI Systems (Malaysia) Sdn Bhd,25, $27.66 , $-   , $1.11 
SH000443A01,Metals,Metals - Stamping,Sanmina Corporation.,0, $-   , $-   , $-   
SL000048A02,Rubber,Rubber - Injection Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,50, $32.08 , $-   , $0.64 
SL000052A01,Rubber,Rubber - Injection Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,8055," $13,049.10 ", $-   , $1.62 
SL000052A02,Rubber,Rubber - Injection Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,8055," $13,049.10 ", $-   , $1.62 
SL000072A01,Plastics,Plastics - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,3304, $484.04 , $-   , $0.15 
SL000095A01,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,63811," $8,901.63 ", $89.34 , $0.14 
SL000095A02,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,87193," $12,285.49 "," $29,148.30 ", $0.14 
SL000166A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1078, $970.20 , $-   , $0.90 
SL000174A01,Plastics,Plastics - 1 Shot,Banshing Industrial Co (Pte) Ltd,0, $-   , $-   , $-   
SL000178A01,Rubber,Rubber - Compression Molding,Sanmina Corporation.,799, $359.55 , $-   , $0.45 
SL000182A01,Metals,Metals - Hardware,Sanmina Corporation.,3860," $1,521.23 ", $-   , $0.39 
SL000183A01,Metals,Metals - Hardware,Sanmina Corporation.,799," $1,078.65 ", $-   , $1.35 
SL000184A01,Metals,Metals - Hardware,Sanmina Corporation.,3860," $2,566.90 ", $-   , $0.67 
SL000199A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1097, $877.60 , $-   , $0.80 
SL000204A01,Rubber,Rubber - Compression Molding,Sanmina Corporation.,10, $1.68 , $-   , $0.17 
SL000220A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,500, $64.25 , $(2.85), $0.13 
SL000234A01,PCM,PCM - Adhesives,Pan International Electronics (Malaysia) Sdn Bhd,412625.8," $22,628.40 ", $-   , $0.05 
SL000234A02,PCM,PCM - Adhesives,Pan International Electronics (Malaysia) Sdn Bhd,8825.4, $485.40 ," $3,724.02 ", $0.06 
SL000273A01,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
SL000273A02,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
SL000274A01,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,4203, $796.47 , $-   , $0.19 
SL000275A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
SL000276A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
SL000297A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,198, $237.60 , $-   , $1.20 
SL000298A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,198, $172.26 , $-   , $0.87 
SL000307A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,198, $166.32 , $-   , $0.84 
SL000308A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,198, $277.20 , $-   , $1.40 
SL000324A01,Metals,Metals - Hardware,Sanmina Corporation,386, $115.80 , $-   , $0.30 
SL000340A01,Diecut,Diecut - Assembly,Pan International Electronics (Malaysia) Sdn Bhd,5700, $220.59 , $-   , $0.04 
SL000348A01,Rubber,Rubber - Compression Molding,Sanmina Corporation.,799, $279.65 , $-   , $0.35 
SL000359A01,Metals,Metals - Sheet Metal,Sanmina Corporation.,961," $2,883.00 ", $-   , $3.00 
SL000365A01,Diecut,Diecut - Label,Sanmina-SCI Systems (Malaysia) Sdn Bhd,2529," $1,340.37 ", $-   , $0.53 
SL000385A01,Diecut,Diecut - Assembly,Sanmina-SCI Systems (Malaysia) Sdn Bhd,850, $457.39 , $-   , $0.54 
SL000419A01,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
SL000425A01,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,260, $96.82 , $-   , $0.37 
SL000700F01,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,4203, $598.93 , $-   , $0.14 
SL000700F02,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,4203, $654.83 , $-   , $0.16 
SL161803A01,Rubber,Rubber - Compression Molding,Sanmina-SCI Systems (Malaysia) Sdn Bhd,4203, $90.36 , $-   , $0.02 
SNN5840A,EMS,EMS - Finished Goods,Sanmina-SCI Systems (Malaysia) Sdn Bhd,0, $-   , $-   , $-   
SNN5840A-CONV,EMS,EMS-CONV,Sanmina-SCI Systems (Malaysia) Sdn Bhd,1328," $1,494.43 ", $(112.68), $1.13 
ST000023A02,Switches/Controls,Switch - Rocker,Sanmina Corporation.,157, $447.45 , $-   , $2.85 
ST000024A04,Switches/Controls,Switch - Frequency,Sanmina-SCI Systems (Malaysia) Sdn Bhd,50, $118.16 , $-   , $2.36 
ST000040A01,Switches/Controls,Switch - Tactile,Panasonic Industrial Devices Sales Company Of America,4203, $542.31 , $-   , $0.13 
ST000183A01,Plastics,Plastics - 1 Shot,Pan International Electronics (Malaysia) Sdn Bhd,8298," $2,964.05 ", $106.21 , $0.36 
ST000243A01,Switches/Controls,Switch - Relay,Panasonic Industrial Devices Sales Company Of America,0, $-   , $-   , $-   
ST000310A01,Mech Assembly,Mechanical Assembly - Subassembly,Pan International Electronics (Malaysia) Sdn Bhd,260, $673.28 , $(417.12), $2.97 
SW000612A02,Manuals/Packaging,Manual - Other,Sanmina Corporation.,3, $28.50 , $-   , $9.50 
SW000612A03,Manuals/Packaging,Manual - Other,Sanmina Corporation.,1, $9.50 , $-   , $9.50 
SW000613A02,Manuals/Packaging,Manual - Other,Sanmina Corporation.,84, $672.00 , $89.37 , $8.00 
SW000614A04,Manuals/Packaging,Manual - Other,Sanmina Corporation.,0, $-   , $-   , $-   
SW000615A03,Manuals/Packaging,Manual - Other,Sanmina Corporation.,0, $-   , $-   , $-   
SYN7455A,Power,Power - Power Supply - Adaptor,Sanmina-SCI Systems (Malaysia) Sdn Bhd,629, $276.76 , $-   , $0.44 
SYN7460A,Power,Power - Power Supply - Adaptor,Sanmina-SCI Systems (Malaysia) Sdn Bhd,700, $578.70 , $(35.25), $0.83 
T2003A*5475875,CTO,CTO,Sanmina Corporation.,1, $560.31 , $-   , $560.31 
T2003A*6666979,CTO,CTO,Sanmina Corporation.,1, $560.31 , $-   , $560.31 
T3000A*3377037,CTO,CTO,Sanmina Corporation.,1," $1,443.21 ", $-   ," $1,443.21 "
T3000A*3803803,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*3837815,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*3837817,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*3837819,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*3837821,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4080875,CTO,CTO,Sanmina Corporation.,1," $1,872.39 ", $-   ," $1,872.39 "
T3000A*4080895,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4080897,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4176031,CTO,CTO,Sanmina Corporation.,1," $1,872.39 ", $-   ," $1,872.39 "
T3000A*4215941,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4215943,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4242113,CTO,CTO,Sanmina Corporation.,1," $1,392.13 ", $-   ," $1,392.13 "
T3000A*4242115,CTO,CTO,Sanmina Corporation.,1," $1,392.13 ", $-   ," $1,392.13 "
T3000A*4242117,CTO,CTO,Sanmina Corporation.,1," $1,392.13 ", $-   ," $1,392.13 "
T3000A*4242119,CTO,CTO,Sanmina Corporation.,1," $1,392.13 ", $-   ," $1,392.13 "
T3000A*4281905,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4281907,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4281909,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4281911,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4282963,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4282965,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4282967,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4312959,CTO,CTO,Sanmina Corporation.,1," $1,443.21 ", $-   ," $1,443.21 "
T3000A*4643990,CTO,CTO,Sanmina Corporation.,1," $1,392.13 ", $-   ," $1,392.13 "
T3000A*4643992,CTO,CTO,Sanmina Corporation.,1," $1,392.13 ", $-   ," $1,392.13 "
T3000A*4645881,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4645883,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4664777,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4664779,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4664781,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4664783,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4740371,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4765741,CTO,CTO,Sanmina Corporation.,1," $1,935.68 ", $-   ," $1,935.68 "
T3000A*4785103,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785105,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785107,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785109,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785228,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785230,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785232,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785234,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785236,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785238,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785240,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785242,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785244,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785246,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785248,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785250,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4785252,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4817957,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4835423,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4835425,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4839781,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*4839783,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*4839785,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*4839787,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*4839789,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*4839791,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*4847027,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4847029,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4847031,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4847233,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4847235,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4847237,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4883795,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886779,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886781,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886783,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886785,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886787,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886789,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886791,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4886793,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4887111,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4887113,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4887115,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4887117,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4887119,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4898813,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4898815,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4898817,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4898819,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4898835,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4906321,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*4906323,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*4945783,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945785,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945787,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
